,Industrials_Fund_Value
2018-02-20,11368.5
2018-02-21,11345.399597167969
2018-02-22,11560.560241699219
2018-02-23,11819.939758300781
2018-02-24,11921.580322265625
2018-02-25,11921.580322265625
2018-02-26,11921.580322265625
2018-02-27,11775.71987915039
2018-02-28,11555.939758300781
2018-03-01,11433.840362548828
2018-03-02,11655.600402832031
2018-03-03,11926.860443115234
2018-03-04,11926.860443115234
2018-03-05,11926.860443115234
2018-03-06,12209.340362548828
2018-03-07,11969.100402832031
2018-03-08,12101.760040283203
2018-03-09,12500.399597167969
2018-03-10,12317.580322265625
2018-03-11,12317.580322265625
2018-03-12,12317.580322265625
2018-03-13,12318.899597167969
2018-03-14,12198.120483398438
2018-03-15,12072.060241699219
2018-03-16,12295.139556884766
2018-03-17,12236.399597167969
2018-03-18,12236.399597167969
2018-03-19,12236.399597167969
2018-03-20,12220.560241699219
2018-03-21,12359.820281982422
2018-03-22,11897.159637451172
2018-03-23,11495.879516601562
2018-03-24,11917.620483398438
2018-03-25,11917.620483398438
2018-03-26,11917.620483398438
2018-03-27,11691.899597167969
2018-03-28,11161.260040283203
2018-03-29,11400.179718017578
2018-03-30,10995.600402832031
2018-03-31,10995.600402832031
2018-04-01,10995.600402832031
2018-04-02,10995.600402832031
2018-04-03,11187.0
2018-04-04,11462.879516601562
2018-04-05,11744.040161132812
2018-04-06,11361.239959716797
2018-04-07,11348.040161132812
2018-04-08,11348.040161132812
2018-04-09,11348.040161132812
2018-04-10,11746.020080566406
2018-04-11,11482.020080566406
2018-04-12,11637.120483398438
2018-04-13,11414.699798583984
2018-04-14,11492.580322265625
2018-04-15,11492.580322265625
2018-04-16,11492.580322265625
2018-04-17,11717.639556884766
2018-04-18,11880.0
2018-04-19,11102.520080566406
2018-04-20,10772.520080566406
2018-04-21,10798.260040283203
2018-04-22,10798.260040283203
2018-04-23,10798.260040283203
2018-04-24,10324.379516601562
2018-04-25,10420.080322265625
2018-04-26,10253.100402832031
2018-04-27,10250.459838867188
2018-04-28,9900.0
2018-04-29,9900.0
2018-04-30,9900.0
2018-05-01,9810.239959716797
2018-05-02,9853.139556884766
2018-05-03,9886.800201416016
2018-05-04,10113.179718017578
2018-05-05,10526.340362548828
2018-05-06,10526.340362548828
2018-05-07,10526.340362548828
2018-05-08,10515.78012084961
2018-05-09,10713.120483398438
2018-05-10,10979.760040283203
2018-05-11,11014.739959716797
2018-05-12,10926.959838867188
2018-05-13,10926.959838867188
2018-05-14,10926.959838867188
2018-05-15,10926.300201416016
2018-05-16,11185.679718017578
2018-05-17,11243.760040283203
2018-05-18,11208.120483398438
2018-05-19,11469.479919433594
2018-05-20,11469.479919433594
2018-05-21,11469.479919433594
2018-05-22,11007.479919433594
2018-05-23,11072.820281982422
2018-05-24,11049.060241699219
2018-05-25,10688.040161132812
2018-05-26,10590.360443115234
2018-05-27,10590.360443115234
2018-05-28,10590.360443115234
2018-05-29,10590.360443115234
2018-05-30,10716.419677734375
2018-05-31,10531.620483398438
2018-06-01,10775.820281982422
2018-06-02,10649.100402832031
2018-06-03,10649.100402832031
2018-06-04,10649.100402832031
2018-06-05,10818.71987915039
2018-06-06,10880.100402832031
2018-06-07,10970.520080566406
2018-06-08,11008.800201416016
2018-06-09,11083.379516601562
2018-06-10,11083.379516601562
2018-06-11,11083.379516601562
2018-06-12,11206.800201416016
2018-06-13,10998.239959716797
2018-06-14,10854.360443115234
2018-06-15,10616.100402832031
2018-06-16,10779.120483398438
2018-06-17,10779.120483398438
2018-06-18,10779.120483398438
2018-06-19,10519.739959716797
2018-06-20,10671.540161132812
2018-06-21,10109.879516601562
2018-06-22,10226.699798583984
2018-06-23,9777.899597167969
2018-06-24,9777.899597167969
2018-06-25,9777.899597167969
2018-06-26,9733.679718017578
2018-06-27,9673.620483398438
2018-06-28,9733.020080566406
2018-06-29,9742.919677734375
2018-06-30,9553.5
2018-07-01,9553.5
2018-07-02,9553.5
2018-07-03,9579.899597167969
2018-07-04,9801.0
2018-07-05,9801.0
2018-07-06,9868.979919433594
2018-07-07,10237.260040283203
2018-07-08,10237.260040283203
2018-07-09,10237.260040283203
2018-07-10,10183.139556884766
2018-07-11,10011.540161132812
2018-07-12,10052.459838867188
2018-07-13,10218.78012084961
2018-07-14,10015.5
2018-07-15,10015.5
2018-07-16,10015.5
2018-07-17,10045.860443115234
2018-07-18,10224.060241699219
2018-07-19,10333.620483398438
2018-07-20,9973.260040283203
2018-07-21,9855.120483398438
2018-07-22,9855.120483398438
2018-07-23,9855.120483398438
2018-07-24,9764.040161132812
2018-07-25,9659.760040283203
2018-07-26,9964.020080566406
2018-07-27,9722.459838867188
2018-07-28,9599.699798583984
2018-07-29,9599.699798583984
2018-07-30,9599.699798583984
2018-07-31,9820.800201416016
2018-08-01,9692.760040283203
2018-08-02,9710.580322265625
2018-08-03,9795.060241699219
2018-08-04,9987.120483398438
2018-08-05,9987.120483398438
2018-08-06,9987.120483398438
2018-08-07,10165.320281982422
2018-08-08,10022.100402832031
2018-08-09,9950.159637451172
2018-08-10,9806.939758300781
2018-08-11,9779.879516601562
2018-08-12,9779.879516601562
2018-08-13,9779.879516601562
2018-08-14,9979.860443115234
2018-08-15,9693.419677734375
2018-08-16,9833.340362548828
2018-08-17,9933.659637451172
2018-08-18,10193.040161132812
2018-08-19,10193.040161132812
2018-08-20,10193.040161132812
2018-08-21,10424.040161132812
2018-08-22,10383.120483398438
2018-08-23,10172.580322265625
2018-08-24,10307.21987915039
2018-08-25,10514.459838867188
2018-08-26,10514.459838867188
2018-08-27,10514.459838867188
2018-08-28,10459.679718017578
2018-08-29,10544.820281982422
2018-08-30,10340.879516601562
2018-08-31,10287.419677734375
2018-09-01,10434.600402832031
2018-09-02,10434.600402832031
2018-09-03,10434.600402832031
2018-09-04,10434.600402832031
2018-09-05,10336.919677734375
2018-09-06,10152.120483398438
2018-09-07,10051.800201416016
2018-09-08,10559.340362548828
2018-09-09,10559.340362548828
2018-09-10,10559.340362548828
2018-09-11,11113.080322265625
2018-09-12,11028.600402832031
2018-09-13,11012.100402832031
2018-09-14,11150.699798583984
2018-09-15,10886.040161132812
2018-09-16,10886.040161132812
2018-09-17,10886.040161132812
2018-09-18,11025.300201416016
2018-09-19,11151.360443115234
2018-09-20,11336.159637451172
2018-09-21,11156.639556884766
2018-09-22,11092.620483398438
2018-09-23,11092.620483398438
2018-09-24,11092.620483398438
2018-09-25,11126.939758300781
2018-09-26,11078.760040283203
2018-09-27,11159.28012084961
2018-09-28,10797.600402832031
2018-09-29,10736.21987915039
2018-09-30,10736.21987915039
2018-10-01,10736.21987915039
2018-10-02,10586.399597167969
2018-10-03,10924.979919433594
2018-10-04,10770.540161132812
2018-10-05,10508.520080566406
2018-10-06,10300.620483398438
2018-10-07,10300.620483398438
2018-10-08,10300.620483398438
2018-10-09,10080.840362548828
2018-10-10,9559.439758300781
2018-10-11,9229.439758300781
2018-10-12,9100.080322265625
2018-10-13,9082.919677734375
2018-10-14,9082.919677734375
2018-10-15,9082.919677734375
2018-10-16,9320.520080566406
2018-10-17,9176.639556884766
2018-10-18,7796.579818725586
2018-10-19,7729.920181274414
2018-10-20,7584.060241699219
2018-10-21,7584.060241699219
2018-10-22,7584.060241699219
2018-10-23,7551.060241699219
2018-10-24,7061.339859008789
2018-10-25,7347.780120849609
2018-10-26,7209.180221557617
2018-10-27,7213.140060424805
2018-10-28,7213.140060424805
2018-10-29,7213.140060424805
2018-10-30,7630.920181274414
2018-10-31,7924.619979858398
2018-11-01,8296.859939575195
2018-11-02,8259.239959716797
2018-11-03,8362.199798583984
2018-11-04,8362.199798583984
2018-11-05,8362.199798583984
2018-11-06,8564.159637451172
2018-11-07,8667.120483398438
2018-11-08,8363.520080566406
2018-11-09,8360.21987915039
2018-11-10,7996.560241699219
2018-11-11,7996.560241699219
2018-11-12,7996.560241699219
2018-11-13,7891.619979858398
2018-11-14,7899.5401611328125
2018-11-15,7821.0
2018-11-16,7588.020080566406
2018-11-17,7427.640060424805
2018-11-18,7427.640060424805
2018-11-19,7427.640060424805
2018-11-20,7250.099899291992
2018-11-21,7458.0
2018-11-22,7252.079818725586
2018-11-23,7252.079818725586
2018-11-24,7611.119979858398
2018-11-25,7611.119979858398
2018-11-26,7611.119979858398
2018-11-27,7427.640060424805
2018-11-28,7738.5
2018-11-29,7650.719879150391
2018-11-30,7730.579818725586
2018-12-01,7871.160140991211
2018-12-02,7871.160140991211
2018-12-03,7871.160140991211
2018-12-04,7015.140060424805
2018-12-05,6918.780120849609
2018-12-06,6918.780120849609
2018-12-07,6860.0401611328125
2018-12-08,6722.760040283203
2018-12-09,6722.760040283203
2018-12-10,6722.760040283203
2018-12-11,6722.760040283203
2018-12-12,7147.800201416016
2018-12-13,7186.079818725586
2018-12-14,6982.800201416016
2018-12-15,6957.060241699219
2018-12-16,6957.060241699219
2018-12-17,6957.060241699219
2018-12-18,6899.640060424805
2018-12-19,6659.400100708008
2018-12-20,6689.760040283203
2018-12-21,6567.660140991211
2018-12-22,6329.400100708008
2018-12-23,6329.400100708008
2018-12-24,6329.400100708008
2018-12-25,6805.920181274414
2018-12-26,6805.920181274414
2018-12-27,6916.140060424805
2018-12-28,6699.0
2018-12-29,6766.979919433594
2018-12-30,6766.979919433594
2018-12-31,6766.979919433594
2019-01-01,6970.920181274414
2019-01-02,6970.920181274414
2019-01-03,6730.680221557617
2019-01-04,7268.579818725586
2019-01-05,7531.920181274414
2019-01-06,7531.920181274414
2019-01-07,7531.920181274414
2019-01-08,7673.160140991211
2019-01-09,7819.020080566406
2019-01-10,7839.479919433594
2019-01-11,7751.699798583984
2019-01-12,7704.839859008789
2019-01-13,7704.839859008789
2019-01-14,7704.839859008789
2019-01-15,7665.900100708008
2019-01-16,7755.0
2019-01-17,7879.079818725586
2019-01-18,8139.119979858398
2019-01-19,7803.839859008789
2019-01-20,7803.839859008789
2019-01-21,7803.839859008789
2019-01-22,7803.839859008789
2019-01-23,7657.319778442383
2019-01-24,8139.119979858398
2019-01-25,8399.160140991211
2019-01-26,8236.140060424805
2019-01-27,8236.140060424805
2019-01-28,8236.140060424805
2019-01-29,8205.119979858398
2019-01-30,8446.020080566406
2019-01-31,8267.160140991211
2019-02-01,8338.439758300781
2019-02-02,8539.739959716797
2019-02-03,8539.739959716797
2019-02-04,8539.739959716797
2019-02-05,8523.239959716797
2019-02-06,8507.399597167969
2019-02-07,8314.680221557617
2019-02-08,8335.140060424805
2019-02-09,8440.739959716797
2019-02-10,8440.739959716797
2019-02-11,8440.739959716797
2019-02-12,17346.120483398438
2019-02-13,17442.479919433594
2019-02-14,17384.39959716797
2019-02-15,17801.520080566406
2019-02-16,17726.27911376953
2019-02-17,17726.27911376953
2019-02-18,17726.27911376953
2019-02-19,17726.27911376953
2019-02-20,17986.319274902344
2019-02-21,17826.60040283203
2019-02-22,18062.879516601562
2019-02-23,17990.27911376953
2019-02-24,17990.27911376953
2019-02-25,17990.27911376953
2019-02-26,17798.879516601562
2019-02-27,17907.120483398438
2019-02-28,17765.879516601562
2019-03-01,17911.080322265625
2019-03-02,17488.680725097656
2019-03-03,17488.680725097656
2019-03-04,17488.680725097656
2019-03-05,17218.080322265625
2019-03-06,16902.60040283203
2019-03-07,16708.56024169922
2019-03-08,16267.679718017578
2019-03-09,16369.320281982422
2019-03-10,16369.320281982422
2019-03-11,16369.320281982422
2019-03-12,16539.60040283203
2019-03-13,16412.879516601562
2019-03-14,16065.71987915039
2019-03-15,15858.479919433594
2019-03-16,16234.679718017578
2019-03-17,16234.679718017578
2019-03-18,16234.679718017578
2019-03-19,15929.760040283203
2019-03-20,15326.520080566406
2019-03-21,15715.919677734375
2019-03-22,14646.71987915039
2019-03-23,14667.840362548828
2019-03-24,14667.840362548828
2019-03-25,14667.840362548828
2019-03-26,14731.199798583984
2019-03-27,14615.040161132812
2019-03-28,14859.239959716797
2019-03-29,15081.0
2019-03-30,15590.520080566406
2019-03-31,15590.520080566406
2019-04-01,15590.520080566406
2019-04-02,15645.959838867188
2019-04-03,15969.360443115234
2019-04-04,16175.28012084961
2019-04-05,16280.879516601562
2019-04-06,16378.560241699219
2019-04-07,16378.560241699219
2019-04-08,16378.560241699219
2019-04-09,15783.239959716797
2019-04-10,15997.080322265625
2019-04-11,16467.0
2019-04-12,16729.679718017578
2019-04-13,16548.840362548828
2019-04-14,16548.840362548828
2019-04-15,16548.840362548828
2019-04-16,16638.60040283203
2019-04-17,16600.320281982422
2019-04-18,17952.0
2019-04-19,17880.72088623047
2019-04-20,17880.72088623047
2019-04-21,17880.72088623047
2019-04-22,17880.72088623047
2019-04-23,18266.16064453125
2019-04-24,18465.479919433594
2019-04-25,18153.959838867188
2019-04-26,18532.799194335938
2019-04-27,18604.080322265625
2019-04-28,18604.080322265625
2019-04-29,18604.080322265625
2019-04-30,18601.43975830078
2019-05-01,18300.479919433594
2019-05-02,18084.0
2019-05-03,18511.680725097656
2019-05-04,18156.60040283203
2019-05-05,18156.60040283203
2019-05-06,18156.60040283203
2019-05-07,17723.640563964844
2019-05-08,17686.680725097656
2019-05-09,17660.27911376953
2019-05-10,17491.319274902344
2019-05-11,16657.080322265625
2019-05-12,16657.080322265625
2019-05-13,16657.080322265625
2019-05-14,16775.879516601562
2019-05-15,16984.43975830078
2019-05-16,16956.72088623047
2019-05-17,16675.56024169922
2019-05-18,16374.600402832031
2019-05-19,16374.600402832031
2019-05-20,16374.600402832031
2019-05-21,16728.360443115234
2019-05-22,16155.479919433594
2019-05-23,15640.679718017578
2019-05-24,15647.28012084961
2019-05-25,15180.0
2019-05-26,15180.0
2019-05-27,15180.0
2019-05-28,15180.0
2019-05-29,15289.560241699219
2019-05-30,15205.080322265625
2019-05-31,14533.199798583984
2019-06-01,15028.199798583984
2019-06-02,15028.199798583984
2019-06-03,15028.199798583984
2019-06-04,16016.879516601562
2019-06-05,15758.159637451172
2019-06-06,15675.0
2019-06-07,16134.360443115234
2019-06-08,16313.879516601562
2019-06-09,16313.879516601562
2019-06-10,16313.879516601562
2019-06-11,16137.0
2019-06-12,16044.600402832031
2019-06-13,16338.959838867188
2019-06-14,16218.840362548828
2019-06-15,16016.879516601562
2019-06-16,16016.879516601562
2019-06-17,16016.879516601562
2019-06-18,16864.320281982422
2019-06-19,16668.959838867188
2019-06-20,17259.0
2019-06-21,17142.83935546875
2019-06-22,17108.520080566406
2019-06-23,17108.520080566406
2019-06-24,17108.520080566406
2019-06-25,16977.83935546875
2019-06-26,17235.240966796875
2019-06-27,17420.040161132812
2019-06-28,17507.16064453125
2019-06-29,17727.60040283203
2019-06-30,17727.60040283203
2019-07-01,17727.60040283203
2019-07-02,17397.60040283203
2019-07-03,17545.43975830078
2019-07-04,17545.43975830078
2019-07-05,17545.43975830078
2019-07-06,17413.43975830078
2019-07-07,17413.43975830078
2019-07-08,17413.43975830078
2019-07-09,17346.120483398438
2019-07-10,17223.359436035156
2019-07-11,17335.56024169922
2019-07-12,17996.879516601562
2019-07-13,17785.680725097656
2019-07-14,17785.680725097656
2019-07-15,17785.680725097656
2019-07-16,18161.879516601562
2019-07-17,17356.680725097656
2019-07-18,15986.520080566406
2019-07-19,15705.360443115234
2019-07-20,15590.520080566406
2019-07-21,15590.520080566406
2019-07-22,15590.520080566406
2019-07-23,16085.520080566406
2019-07-24,16715.159637451172
2019-07-25,16861.679718017578
2019-07-26,16844.520080566406
2019-07-27,17026.680725097656
2019-07-28,17026.680725097656
2019-07-29,17026.680725097656
2019-07-30,17153.39959716797
2019-07-31,16704.60040283203
2019-08-01,15956.159637451172
2019-08-02,15480.959838867188
2019-08-03,14962.199798583984
2019-08-04,14962.199798583984
2019-08-05,14962.199798583984
2019-08-06,15098.159637451172
2019-08-07,14970.120483398438
2019-08-08,15556.199798583984
2019-08-09,15255.239959716797
2019-08-10,14630.879516601562
2019-08-11,14630.879516601562
2019-08-12,14630.879516601562
2019-08-13,14852.639556884766
2019-08-14,13907.520080566406
2019-08-15,13803.239959716797
2019-08-16,14254.679718017578
2019-08-17,14604.479919433594
2019-08-18,14604.479919433594
2019-08-19,14604.479919433594
2019-08-20,14409.120483398438
2019-08-21,14686.320281982422
2019-08-22,14500.199798583984
2019-08-23,13854.71987915039
2019-08-24,14026.320281982422
2019-08-25,14026.320281982422
2019-08-26,14026.320281982422
2019-08-27,13701.600402832031
2019-08-28,14034.239959716797
2019-08-29,14694.239959716797
2019-08-30,14857.919677734375
2019-08-31,14476.439758300781
2019-09-01,14476.439758300781
2019-09-02,14476.439758300781
2019-09-03,14476.439758300781
2019-09-04,14889.600402832031
2019-09-05,15376.679718017578
2019-09-06,15429.479919433594
2019-09-07,15935.040161132812
2019-09-08,15935.040161132812
2019-09-09,15935.040161132812
2019-09-10,16374.600402832031
2019-09-11,16845.840362548828
2019-09-12,16896.0
2019-09-13,17010.83935546875
2019-09-14,16942.200805664062
2019-09-15,16942.200805664062
2019-09-16,16942.200805664062
2019-09-17,16750.800201416016
2019-09-18,16461.71987915039
2019-09-19,16513.199798583984
2019-09-20,16690.080322265625
2019-09-21,16948.799194335938
2019-09-22,16948.799194335938
2019-09-23,16948.799194335938
2019-09-24,16464.360443115234
2019-09-25,16881.479919433594
2019-09-26,16839.239959716797
2019-09-27,16472.28012084961
2019-09-28,16452.479919433594
2019-09-29,16452.479919433594
2019-09-30,16452.479919433594
2019-10-01,15783.239959716797
2019-10-02,15309.360443115234
2019-10-03,15363.479919433594
2019-10-04,15471.71987915039
2019-10-05,15267.120483398438
2019-10-06,15267.120483398438
2019-10-07,15267.120483398438
2019-10-08,14414.399597167969
2019-10-09,14715.360443115234
2019-10-10,14958.239959716797
2019-10-11,15628.800201416016
2019-10-12,15665.760040283203
2019-10-13,15665.760040283203
2019-10-14,15665.760040283203
2019-10-15,15929.760040283203
2019-10-16,16060.439758300781
2019-10-17,16882.800201416016
2019-10-18,16983.120483398438
2019-10-19,17116.43975830078
2019-10-20,17116.43975830078
2019-10-21,17116.43975830078
2019-10-22,17476.799194335938
2019-10-23,17644.43975830078
2019-10-24,17424.0
2019-10-25,17870.16064453125
2019-10-26,17952.0
2019-10-27,17952.0
2019-10-28,17952.0
2019-10-29,18089.27911376953
2019-10-30,17944.080322265625
2019-10-31,17631.240966796875
2019-11-01,18725.520080566406
2019-11-02,19368.359436035156
2019-11-03,19368.359436035156
2019-11-04,19368.359436035156
2019-11-05,19401.359436035156
2019-11-06,19422.479919433594
2019-11-07,19822.43975830078
2019-11-08,20502.240966796875
2019-11-09,20639.520080566406
2019-11-10,20639.520080566406
2019-11-11,20639.520080566406
2019-11-12,20388.72088623047
2019-11-13,19896.359436035156
2019-11-14,20106.240966796875
2019-11-15,20372.879516601562
2019-11-16,20231.640563964844
2019-11-17,20231.640563964844
2019-11-18,20231.640563964844
2019-11-19,20099.640563964844
2019-11-20,19604.640563964844
2019-11-21,20126.040161132812
2019-11-22,20395.319274902344
2019-11-23,20726.640563964844
2019-11-24,20726.640563964844
2019-11-25,20726.640563964844
2019-11-26,20630.27911376953
2019-11-27,20652.72088623047
2019-11-28,20202.60040283203
2019-11-29,20202.60040283203
2019-11-30,20089.080322265625
2019-12-01,20089.080322265625
2019-12-02,20089.080322265625
2019-12-03,19716.83935546875
2019-12-04,19869.959838867188
2019-12-05,20213.16064453125
2019-12-06,20758.319274902344
2019-12-07,20573.520080566406
2019-12-08,20573.520080566406
2019-12-09,20573.520080566406
2019-12-10,20298.959838867188
2019-12-11,20720.040161132812
2019-12-12,21541.080322265625
2019-12-13,21481.680725097656
2019-12-14,21801.120483398438
2019-12-15,21801.120483398438
2019-12-16,21801.120483398438
2019-12-17,21715.319274902344
2019-12-18,21938.39959716797
2019-12-19,21871.080322265625
2019-12-20,22087.56024169922
2019-12-21,22297.43975830078
2019-12-22,22297.43975830078
2019-12-23,22297.43975830078
2019-12-24,22234.080322265625
2019-12-25,22416.240966796875
2019-12-26,22416.240966796875
2019-12-27,22245.959838867188
2019-12-28,22223.520080566406
2019-12-29,22223.520080566406
2019-12-30,22223.520080566406
2019-12-31,22013.640563964844
2020-01-01,22261.799194335938
2020-01-02,22261.799194335938
2020-01-03,21873.72088623047
2020-01-04,21830.16064453125
2020-01-05,21830.16064453125
2020-01-06,21830.16064453125
2020-01-07,21790.56024169922
2020-01-08,21754.919677734375
2020-01-09,21546.359436035156
2020-01-10,21050.040161132812
2020-01-11,20782.080322265625
2020-01-12,20782.080322265625
2020-01-13,20782.080322265625
2020-01-14,20372.879516601562
2020-01-15,20445.479919433594
2020-01-16,20809.799194335938
2020-01-17,20951.040161132812
2020-01-18,20458.680725097656
2020-01-19,20458.680725097656
2020-01-20,20458.680725097656
2020-01-21,20458.680725097656
2020-01-22,20495.640563964844
2020-01-23,20479.799194335938
2020-01-24,20017.799194335938
2020-01-25,19307.640563964844
2020-01-26,19307.640563964844
2020-01-27,19307.640563964844
2020-01-28,19866.0
2020-01-29,20098.319274902344
2020-01-30,18688.56024169922
2020-01-31,17911.080322265625
2020-02-01,18416.640563964844
2020-02-02,18416.640563964844
2020-02-03,18416.640563964844
2020-02-04,19473.959838867188
2020-02-05,20378.16064453125
2020-02-06,20144.520080566406
2020-02-07,19767.0
2020-02-08,19899.0
2020-02-09,19899.0
2020-02-10,19899.0
2020-02-11,20334.60040283203
2020-02-12,20970.83935546875
2020-02-13,21130.56024169922
2020-02-14,20705.520080566406
2020-02-15,20325.359436035156
2020-02-16,20325.359436035156
2020-02-17,20325.359436035156
2020-02-18,20325.359436035156
2020-02-19,20268.60040283203
2020-02-20,20555.040161132812
2020-02-21,19986.120483398438
2020-02-22,18737.39959716797
2020-02-23,18737.39959716797
2020-02-24,18737.39959716797
2020-02-25,17772.479919433594
2020-02-26,17387.040161132812
2020-02-27,17112.479919433594
2020-02-28,17487.359436035156
2020-02-29,17925.60040283203
2020-03-01,17925.60040283203
2020-03-02,17925.60040283203
2020-03-03,16980.479919433594
2020-03-04,17181.120483398438
2020-03-05,15816.239959716797
2020-03-06,15268.439758300781
2020-03-07,13062.71987915039
2020-03-08,13062.71987915039
2020-03-09,13062.71987915039
2020-03-10,14179.439758300781
2020-03-11,13163.040161132812
2020-03-12,10986.360443115234
2020-03-13,12013.320281982422
2020-03-14,10986.360443115234
2020-03-15,10986.360443115234
2020-03-16,10986.360443115234
2020-03-17,10748.760040283203
2020-03-18,9185.879516601562
2020-03-19,10257.71987915039
2020-03-20,9253.199798583984
2020-03-21,9357.479919433594
2020-03-22,9357.479919433594
2020-03-23,9357.479919433594
2020-03-24,11432.520080566406
2020-03-25,12301.080322265625
2020-03-26,13091.760040283203
2020-03-27,11899.800201416016
2020-03-28,12561.120483398438
2020-03-29,12561.120483398438
2020-03-30,12561.120483398438
2020-03-31,13582.800201416016
2020-04-01,12669.360443115234
2020-04-02,12693.120483398438
2020-04-03,12021.239959716797
2020-04-04,13619.760040283203
2020-04-05,13619.760040283203
2020-04-06,13619.760040283203
2020-04-07,14246.760040283203
2020-04-08,14736.479919433594
2020-04-09,14217.71987915039
2020-04-10,13696.320281982422
2020-04-11,13696.320281982422
2020-04-12,13696.320281982422
2020-04-13,13696.320281982422
2020-04-14,14340.479919433594
2020-04-15,13700.28012084961
2020-04-16,13008.600402832031
2020-04-17,13866.600402832031
2020-04-18,13279.199798583984
2020-04-19,13279.199798583984
2020-04-20,13279.199798583984
2020-04-21,12892.439758300781
2020-04-22,13281.840362548828
2020-04-23,13692.360443115234
2020-04-24,13998.600402832031
2020-04-25,14655.959838867188
2020-04-26,14655.959838867188
2020-04-27,14655.959838867188
2020-04-28,15384.600402832031
2020-04-29,16893.360443115234
2020-04-30,16962.0
2020-05-01,15744.959838867188
2020-05-02,15411.0
2020-05-03,15411.0
2020-05-04,15411.0
2020-05-05,15030.840362548828
2020-05-06,14626.919677734375
2020-05-07,14880.360443115234
2020-05-08,15784.560241699219
2020-05-09,15380.639556884766
2020-05-10,15380.639556884766
2020-05-11,15380.639556884766
2020-05-12,14543.760040283203
2020-05-13,14357.639556884766
2020-05-14,15319.919677734375
2020-05-15,15651.239959716797
2020-05-16,17071.56024169922
2020-05-17,17071.56024169922
2020-05-18,17071.56024169922
2020-05-19,16467.0
2020-05-20,16898.640563964844
2020-05-21,16859.040161132812
2020-05-22,17233.919677734375
2020-05-23,18106.43975830078
2020-05-24,18106.43975830078
2020-05-25,18106.43975830078
2020-05-26,18106.43975830078
2020-05-27,18543.359436035156
2020-05-28,18165.83935546875
2020-05-29,18333.479919433594
2020-05-30,18474.72088623047
2020-05-31,18474.72088623047
2020-06-01,18474.72088623047
2020-06-02,18893.16064453125
2020-06-03,19772.27911376953
2020-06-04,19982.16064453125
2020-06-05,21299.520080566406
2020-06-06,20892.959838867188
2020-06-07,20892.959838867188
2020-06-08,20892.959838867188
2020-06-09,20889.0
2020-06-10,20539.200805664062
2020-06-11,18750.60040283203
2020-06-12,18940.680725097656
2020-06-13,19409.27911376953
2020-06-14,19409.27911376953
2020-06-15,19409.27911376953
2020-06-16,20894.27911376953
2020-06-17,20533.919677734375
2020-06-18,20302.919677734375
2020-06-19,20527.319274902344
2020-06-20,20738.520080566406
2020-06-21,20738.520080566406
2020-06-22,20738.520080566406
2020-06-23,20325.359436035156
2020-06-24,18800.759033203125
2020-06-25,19052.879516601562
2020-06-26,18532.799194335938
2020-06-27,19499.040161132812
2020-06-28,19499.040161132812
2020-06-29,19499.040161132812
2020-06-30,19673.27911376953
2020-07-01,19245.60040283203
2020-07-02,19524.120483398438
2020-07-03,19897.680725097656
2020-07-04,19897.680725097656
2020-07-05,19897.680725097656
2020-07-06,19897.680725097656
2020-07-07,19479.240966796875
2020-07-08,19621.799194335938
2020-07-09,18963.120483398438
2020-07-10,19513.56024169922
